Folio,Grado,Sexo,Edad,Autoconsciencia1,Autoconsciencia2,Autoconsciencia3,Eficacia1,Eficacia2,Eficacia3,Persistencia1,Persistencia2,Persistencia3,ApoyoEscuela1,ApoyoEscuela2,ApoyoEscuela3,CoherenciaFam1,CoherenciaFam2,CoherenciaFam3,Compañerismo1,Compañerismo2,Compañerismo3,RegulaciónEmo1,RegulaciónEmo2,RegulaciónEmo3,Empatía1,Empatía2,Empatía3,ControlConducta1,ControlConducta2,ControlConducta3,Optimismo1,Optimismo2,Optimismo3,Entusiasmo1,Entusiasmo2,Entusiasmo3,Gratitud1,Gratitud2,Gratitud3,Gratitud4
340,3,1,15,3,3,3,4,3,3,2,3,3,2,4,4,4,4,4,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,4,4,5,5
341,3,2,16,2,3,3,3,2,2,4,2,2,2,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,2,3,2,2,3,3,3
342,3,2,16,4,3,3,4,4,3,3,3,4,3,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,3,3,3,3,3,3,3
343,3,1,16,3,4,4,3,3,4,4,3,3,3,,2,4,4,3,3,3,3,4,3,3,3,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4
344,3,1,15,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,3,3,4,4,4,4,4,5,5,4,5,4
345,3,1,15,3,3,4,4,3,3,4,3,2,4,4,3,4,3,3,2,,4,4,3,,1,2,2,2,3,1,4,4,4,5,4,5,5,5,4,3
346,3,1,15,3,2,4,4,3,3,4,4,3,3,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,2,3,4,3,4,2,2,2,3,1,2,4
347,3,2,16,3,3,2,4,3,3,2,2,3,4,4,3,4,3,3,4,4,4,4,4,3,3,4,3,2,1,2,4,3,4,3,3,4,4,4,3,3
348,3,2,16,3,4,3,4,4,3,2,2,3,4,4,3,4,4,4,3,3,3,4,3,3,3,4,4,4,4,3,4,4,4,3,2,3,3,3,3,3
349,3,2,15,4,4,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,5,5
350,2,1,15,3,3,2,4,,3,2,3,3,3,2,3,4,4,4,3,3,4,4,3,3,3,3,2,2,3,3,4,3,3,4,3,3,3,3,4,4
351,2,1,15,3,4,3,3,3,3,3,2,3,4,4,3,4,2,2,3,3,4,3,4,3,4,3,3,3,3,2,3,4,3,4,3,3,3,3,4,4
352,2,1,15,3,3,2,4,2,3,3,1,3,4,4,4,3,4,4,2,3,4,3,3,1,3,3,4,3,4,3,4,4,4,2,2,3,2,1,2,3
353,2,1,14,3,4,3,3,4,3,2,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,2,2,4,4,3,4,5,5,4,4,4,4,5
354,2,1,14,4,3,3,4,3,3,1,2,3,4,4,4,4,4,4,3,3,3,3,4,4,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,4
355,2,1,15,3,4,3,2,4,1,2,1,3,4,1,1,4,3,2,4,3,4,1,1,4,4,1,1,4,1,1,4,4,1,5,5,5,4,3,5,4
356,2,2,14,3,4,3,3,4,3,3,2,2,2,1,2,4,4,3,3,3,3,3,4,2,2,1,2,2,3,2,1,2,2,2,3,2,2,3,3,2
357,2,1,14,2,3,3,2,4,3,1,2,2,4,3,4,3,3,4,2,3,3,4,4,3,4,4,4,3,3,4,2,2,2,3,3,3,4,3,4,4
358,2,1,15,3,2,2,4,4,4,1,2,1,4,3,4,3,4,4,4,3,4,2,3,2,1,2,1,1,3,1,4,3,2,3,2,5,3,1,2,2
359,2,1,16,4,4,4,4,3,4,2,3,2,2,2,3,4,4,3,4,4,4,3,3,4,3,4,3,4,3,2,4,4,4,5,4,5,4,3,4,2
360,2,2,14,3,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,3,3,4,4,4,4,5,4,5,5,3,4,5
361,2,1,15,3,3,4,4,3,4,3,3,3,4,4,4,4,3,3,3,3,2,3,4,3,4,3,3,3,3,4,4,4,4,5,4,4,4,4,5,4
362,2,2,14,4,3,3,4,3,4,2,1,1,3,3,2,1,1,1,4,4,4,3,3,2,3,2,3,2,3,3,3,2,4,2,1,1,2,3,2,2
363,2,2,15,3,3,2,4,4,3,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4
364,2,2,15,4,3,3,4,4,4,3,3,3,4,4,4,4,3,,3,4,4,3,4,3,4,4,3,3,3,3,4,3,4,4,4,3,4,5,5,4
365,2,1,14,3,3,3,4,2,2,2,3,2,4,1,4,3,3,2,3,2,2,3,3,3,4,3,2,3,3,3,4,3,4,3,3,2,3,3,2,4
366,2,2,15,3,3,1,4,4,4,4,3,1,2,4,3,4,4,4,3,1,4,3,4,4,4,4,4,3,3,3,4,4,4,3,2,2,2,3,3,5
367,2,1,15,3,2,3,4,4,3,1,2,3,4,4,4,3,3,3,2,2,2,3,1,3,3,3,2,3,1,1,3,4,4,3,3,3,3,4,3,3
368,2,2,14,3,2,3,4,3,3,4,3,3,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,3,3,4,4,4,4,3,3,4,3,3,4,3
369,2,1,15,4,2,2,1,3,2,4,2,1,2,1,2,4,3,1,4,3,1,4,2,1,3,4,1,2,4,1,3,2,3,1,,2,3,4,1,3
370,2,1,15,3,3,2,2,3,3,2,2,3,4,4,4,2,2,2,4,4,4,2,3,2,4,3,2,3,2,3,4,4,4,3,3,3,3,3,4,3
371,1,1,14,3,3,,4,3,3,4,3,3,4,4,3,2,4,2,4,4,4,3,4,3,4,4,4,3,,3,3,3,3,4,3,4,3,4,4,3
372,1,1,13,3,3,4,4,3,4,1,3,1,4,2,2,3,3,3,3,2,3,2,2,3,2,3,3,,3,4,4,4,4,4,4,4,3,4,4,4
373,1,1,13,3,4,3,4,4,3,3,4,3,4,3,3,4,,4,3,3,4,4,4,3,3,3,2,2,2,2,4,3,4,3,3,3,3,4,3,3
374,1,1,13,2,2,3,3,2,2,3,2,2,3,2,2,2,3,3,1,3,2,2,2,2,2,3,2,2,2,1,1,1,2,4,3,2,3,3,3,3
375,1,2,13,3,3,3,2,3,3,3,2,3,4,3,3,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
376,1,1,14,4,4,4,4,4,4,4,3,2,4,3,3,4,4,3,1,2,2,3,3,3,4,4,4,3,3,4,3,4,4,4,,4,3,3,3,3
377,1,1,13,2,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,1,4,4,3,4,4,4,5,4,3,1,4,4,5
378,1,1,13,3,2,2,4,2,3,1,2,2,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,3,4,4,1,3,4,5,4,5,4,4
379,1,1,13,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,3,2,3,4,3,3,4,3,3,3,3,3,3,4,4,5,4,4,5,5,5,5
380,1,2,13,4,4,3,4,3,4,2,2,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,5,4,5,5,4,4,4
381,1,2,14,4,4,3,3,4,4,2,3,4,3,4,2,2,3,3,3,2,4,4,4,4,2,4,4,4,1,3,3,3,4,4,4,3,3,5,3,3
382,1,2,13,3,3,2,1,2,3,3,1,2,3,3,3,2,2,2,4,4,4,3,3,2,3,3,4,3,3,3,3,1,2,2,2,2,1,2,2,4
383,1,1,13,3,3,4,4,4,4,3,3,4,4,4,4,3,4,3,2,2,2,3,3,4,2,3,3,3,2,2,4,4,4,5,5,5,4,4,5,3
384,1,1,13,4,3,4,4,4,3,2,3,1,4,4,4,2,1,1,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,5,5,2,3,2,5,4
385,1,2,14,3,3,4,4,4,3,3,3,2,3,4,4,4,4,3,4,3,3,3,3,3,2,3,3,4,3,4,3,3,4,3,2,4,3,3,4,4
386,1,2,13,4,3,2,3,4,2,2,3,1,3,4,3,2,3,2,4,4,4,3,2,1,2,3,2,3,2,3,2,2,3,3,2,4,4,3,3,2
387,1,1,13,3,4,4,2,,3,4,4,4,3,4,4,4,4,,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,5,4,5,4,5,4,4
388,1,2,14,2,3,3,3,4,3,2,2,2,2,3,3,3,3,3,4,4,4,2,2,2,4,3,2,4,4,2,2,4,2,5,5,3,5,3,3,3
389,1,2,14,3,3,4,1,4,4,4,3,2,4,4,4,4,4,4,3,3,4,4,4,4,4,3,1,4,4,2,3,4,4,4,3,3,4,4,4,4
390,1,2,14,3,3,,2,4,4,2,1,3,3,2,3,4,3,2,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,5,5,3,2,3
391,1,2,13,3,2,3,4,4,4,2,3,2,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,4,5,3,4,5,4,5,3
392,1,2,13,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,2,1,1,4,4,3,3,4,4,3,4,4,3,4,4,5,4,3,5,4,4,4
393,1,2,13,3,2,2,4,3,4,1,3,2,2,4,1,4,4,4,3,2,4,3,4,4,4,4,4,3,3,3,2,4,4,3,3,4,2,5,5,4
394,1,2,13,4,4,4,4,3,3,4,2,3,4,4,4,4,4,4,4,4,3,4,4,2,4,,4,2,3,3,4,4,4,4,5,5,4,3,4,5
395,1,1,14,3,3,4,,4,4,3,2,4,4,2,4,3,3,2,3,2,2,4,4,2,3,4,4,3,2,4,4,4,4,4,4,2,3,2,2,3
396,1,2,13,3,2,3,3,3,3,4,4,3,3,4,3,3,3,3,3,2,3,3,3,,3,4,3,3,3,3,3,3,4,5,5,5,5,,4,4
397,1,1,16,3,3,2,4,4,3,4,3,2,4,4,4,4,3,4,2,2,1,3,4,4,4,3,3,4,3,3,4,3,3,5,4,4,4,4,3,4
398,1,2,13,2,3,3,4,2,1,2,3,2,4,4,4,1,2,1,4,4,4,3,3,2,4,4,4,4,4,2,4,4,4,5,3,3,5,3,2,2
399,1,2,13,3,4,3,4,4,4,3,2,2,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,2,3,4,4,4,4,5,4,5,4,3,5,3
400,1,2,14,2,2,2,3,4,3,1,1,3,2,3,2,4,4,2,3,4,4,4,4,3,3,2,3,4,3,4,3,4,3,3,4,3,2,4,3,3
401,2,2,14,2,2,3,2,2,4,1,2,3,2,4,2,2,3,1,2,3,4,3,1,2,1,4,3,1,3,3,1,1,2,2,1,1,2,1,2,1
402,2,2,14,4,4,3,4,2,3,2,4,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,4,4,3,2,3,4,3,3,3,3,3,4,3
403,2,2,14,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,2,4,3,4,4,4,3,3,3,3,4,3,4
404,2,2,15,3,4,4,3,4,3,3,2,3,3,3,2,4,4,4,3,3,4,3,2,3,4,4,4,3,3,2,2,3,4,4,3,5,4,3,5,4
405,2,1,15,4,3,4,4,3,2,2,2,3,3,2,3,3,3,4,2,3,2,3,4,3,1,3,2,2,2,2,3,4,4,3,4,2,3,4,4,4
406,2,1,14,2,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,4,2,3,3,3,4,3,4,3,3,2,4,4,4,4,4,3,4,3,5,4
407,2,2,14,3,4,4,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,3,4,,3,3,3,3,3,3,4,4,4,4,4,4,4,3,5,4
408,2,1,13,2,3,1,4,,1,2,3,2,4,1,2,2,1,2,3,3,3,2,2,3,2,3,2,3,4,1,2,3,4,2,2,3,3,1,1,3
409,2,1,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,1,1,2,4,4,4,4,4,5,5,5,5,5,5,5
410,2,1,14,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4
411,2,2,14,4,3,3,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,4,3,3,3,3,4,4,4
412,2,1,15,3,3,3,4,3,3,4,2,2,4,3,2,3,4,3,1,2,2,4,4,3,3,3,3,4,3,2,4,4,4,5,5,5,5,5,5,5
413,2,1,14,3,2,3,3,2,3,2,3,3,2,3,3,4,3,2,2,3,3,2,4,1,2,4,4,3,2,1,3,2,4,3,3,4,3,3,4,4
414,2,2,14,3,3,2,4,4,1,2,3,3,4,4,4,3,4,3,4,4,4,2,2,3,3,4,4,2,3,4,3,4,3,5,5,5,5,5,5,5
415,2,2,14,4,3,4,3,1,4,1,1,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,1,4,4,4,3,5,4,5,5,5,5,4
416,2,2,14,4,3,2,4,2,1,2,3,1,3,4,2,4,1,4,4,3,1,3,4,3,2,3,2,4,3,2,3,4,4,4,3,4,3,1,3,3
417,2,2,14,2,4,3,4,4,3,2,3,2,4,3,4,4,4,4,4,4,4,3,4,2,3,4,3,4,4,3,4,3,4,5,4,4,5,4,4,4
418,2,2,14,3,3,1,4,4,4,3,3,2,2,2,2,4,2,3,4,2,3,3,2,4,2,3,2,2,3,2,3,4,2,4,4,4,5,3,5,4
419,2,1,15,3,3,2,4,3,4,4,3,4,4,3,4,4,2,3,3,1,4,4,4,3,3,1,2,3,1,1,4,4,4,4,4,4,4,4,4,4
420,2,1,15,3,2,3,4,2,1,4,3,2,,4,4,4,4,4,4,4,4,3,2,1,4,4,4,2,1,2,4,2,4,3,5,2,2,5,5,4
421,2,2,14,3,3,3,4,4,4,3,2,3,4,4,4,4,3,2,3,3,4,4,4,2,3,3,3,4,4,3,4,4,4,3,4,4,5,4,5,5
422,2,2,14,4,3,3,4,3,4,4,2,3,4,4,4,4,4,3,3,3,3,3,4,3,4,3,4,4,1,4,4,4,4,5,5,4,5,4,3,5
423,2,1,14,3,3,3,4,4,4,4,2,2,4,3,3,3,2,4,2,1,1,4,4,4,1,3,3,4,4,2,4,4,4,5,5,5,4,4,5,3
424,2,1,15,2,3,2,4,2,3,3,3,3,3,3,3,,4,4,3,1,3,2,2,3,2,3,2,2,3,2,3,3,4,3,3,2,3,2,2,4
425,2,1,15,3,3,2,3,2,4,3,2,2,4,2,4,4,4,3,3,3,4,4,4,3,3,4,3,3,3,3,4,2,4,3,3,3,2,3,3,2
426,2,1,15,4,4,4,2,2,4,3,2,3,4,4,3,4,4,4,3,2,3,4,2,2,3,3,3,2,2,4,4,4,3,4,4,5,3,4,3,3
427,2,2,14,3,3,2,4,2,3,2,2,3,2,1,3,4,4,4,3,4,4,3,3,3,4,3,3,2,2,3,2,2,4,3,4,3,3,3,5,3
428,2,2,14,2,4,3,4,3,2,1,2,2,4,2,3,4,3,3,4,4,4,2,3,1,4,4,4,3,4,2,4,4,4,3,2,2,2,3,3,3
429,2,1,14,3,3,2,4,4,4,3,3,4,3,2,2,4,4,3,4,3,3,3,4,3,4,3,3,3,4,3,4,4,4,3,4,5,4,5,4,4
430,2,2,14,2,3,2,2,1,2,1,3,1,4,4,4,1,1,1,4,3,3,3,3,3,4,4,4,4,3,3,,4,4,2,3,2,2,2,2,2
431,2,1,16,2,4,3,2,3,2,1,2,3,4,4,4,3,1,4,1,1,4,3,2,1,4,4,3,4,3,3,2,3,3,4,3,2,2,2,4,3
432,2,1,13,3,2,4,4,2,4,3,4,2,4,3,4,4,3,4,4,3,3,4,4,2,1,2,4,3,2,3,4,4,4,4,,4,3,4,5,3
433,2,2,14,3,2,2,3,2,2,4,3,4,4,3,4,4,3,3,1,1,1,3,3,3,3,4,2,3,3,2,3,4,4,3,3,2,2,3,3,2
434,2,2,14,4,3,3,2,,3,2,2,4,1,4,3,3,3,3,4,4,4,3,4,3,3,4,3,4,2,3,4,4,4,4,3,4,5,3,5,4
435,2,2,14,3,2,2,3,2,1,3,2,3,2,4,2,2,3,2,3,2,4,4,2,3,2,3,3,2,2,3,4,4,4,4,3,5,4,3,4,4
436,2,1,15,3,3,3,4,4,3,4,3,2,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,4,2,4,4,3,4,3,3,3,2,2,3
437,2,1,15,3,2,3,4,3,2,2,2,2,1,3,2,3,3,3,3,2,2,3,3,2,2,3,2,2,3,3,3,3,2,4,3,4,4,4,4,4
438,2,1,15,3,3,4,4,3,3,3,4,4,4,3,4,4,4,3,2,3,3,3,3,3,3,3,2,3,3,3,4,4,4,3,3,3,3,3,3,3
439,2,2,15,4,3,4,4,3,4,3,2,3,4,4,4,3,2,3,4,3,4,4,4,3,2,3,2,4,2,3,2,3,4,4,3,4,4,3,4,4
440,2,2,14,3,3,3,4,2,,3,2,,2,3,3,4,4,2,3,3,4,2,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3
441,2,1,15,3,4,4,4,4,4,3,4,4,4,4,3,2,3,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,5,5,4,5,5,5,5,6
442,2,2,15,3,3,2,4,4,3,4,2,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,3,2,3,2,4,4,3,4,3,4,4,2,4,4
443,2,1,15,3,3,3,4,4,3,3,3,4,4,3,3,4,4,3,4,4,3,3,3,3,4,2,3,2,2,3,3,2,2,1,2,2,2,2,2,2
444,2,1,15,,3,4,4,3,4,4,3,3,3,4,4,4,3,3,3,4,4,4,4,1,2,3,3,3,3,3,4,4,4,4,4,5,5,5,5,
445,2,1,16,4,4,3,3,3,4,2,2,2,4,4,2,2,2,2,4,4,4,3,4,2,4,4,4,2,4,4,2,4,4,4,4,5,4,4,5,3
446,2,1,15,3,4,3,4,3,3,,4,4,4,4,4,4,3,3,2,2,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,5,5,5,5,5
447,2,2,14,2,2,3,4,4,3,2,1,1,4,4,3,2,2,3,4,4,4,3,2,3,3,4,3,4,4,3,4,3,3,2,2,3,3,4,3,4
448,2,2,15,3,3,4,4,4,4,4,2,4,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,3,4,4,3,3,3,3,3,4,3,4,4,5
449,2,2,14,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,5,5,5,5,4
450,1,2,13,4,3,3,4,4,3,2,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,3,3,4,4,3,4,3,3,4,5,4,4,4,4,4
451,1,2,13,2,4,4,4,4,4,4,,3,4,4,4,4,4,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,1,5,5,4,4,4,3,3
452,2,2,13,2,3,3,4,2,3,4,4,3,3,2,3,3,3,4,4,4,4,4,4,3,4,3,3,2,4,2,3,4,4,3,4,2,3,4,5,5
453,1,2,13,4,4,4,3,1,4,4,4,4,4,4,4,4,3,1,4,4,4,3,4,4,4,4,3,4,3,1,4,1,4,1,1,1,1,2,3,3
455,1,2,13,2,4,3,3,4,4,3,4,4,3,4,4,4,4,4,2,2,4,4,4,2,1,4,3,4,3,4,4,4,3,5,5,5,5,3,2,5
456,1,1,13,4,3,3,4,3,2,3,2,3,3,2,3,4,3,4,3,3,4,3,3,3,2,3,4,3,2,4,4,3,4,3,3,2,3,3,3,3
457,1,1,13,3,3,3,4,2,3,2,3,2,2,1,2,4,4,4,4,3,2,2,3,3,4,4,4,2,4,3,2,3,2,3,3,3,2,2,3,2
458,1,2,13,3,2,3,4,3,2,2,2,1,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,4,2,2,4,3,4,3,4,3,4,3,2,3
459,1,1,13,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,3,3,4,5,4,4,4,4,5,4
460,1,1,13,4,,2,3,4,4,2,3,3,1,2,3,4,3,4,2,1,2,3,3,3,4,2,1,3,3,4,4,3,4,4,,5,3,2,3,3
461,1,1,13,3,3,4,4,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3
462,1,1,13,3,3,3,4,3,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,,4,3,4,4,4,3,4,4,4,5,4,4,4,4,3,4
463,1,1,13,3,4,3,4,4,3,4,3,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,5,4,4
464,1,1,14,4,4,3,3,3,3,2,3,4,1,2,3,3,3,2,1,1,2,3,4,4,4,4,3,4,4,4,2,2,3,3,3,2,3,2,3,3
465,1,1,13,3,2,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,5,4,4,5,4,5,4
466,1,2,13,4,3,3,4,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,4,3,3,3,4,3,4,3,4,4,4,3,2,3,3,3
467,1,1,14,4,3,3,2,3,2,3,3,2,4,4,3,4,4,3,4,3,3,3,3,2,1,3,2,4,3,2,4,3,4,5,4,4,3,2,1,1
468,1,1,13,2,3,2,2,3,2,3,2,2,4,4,3,2,2,2,3,3,3,4,4,3,2,3,3,3,4,4,3,4,4,3,3,3,3,3,4,3
469,1,1,13,2,2,,3,4,3,2,2,2,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,4,3,3,3,3,3,4,3,3
470,1,2,13,3,2,2,2,4,2,3,2,4,4,2,4,3,3,2,4,4,4,3,4,3,3,4,4,3,1,3,2,2,3,2,1,1,2,1,1,3
471,1,2,14,3,4,2,4,3,3,3,3,2,4,4,4,4,,1,4,3,2,4,4,4,2,3,3,4,4,4,3,2,4,3,3,2,3,3,3,4
472,1,1,13,4,3,3,4,4,3,2,3,3,4,4,4,4,4,3,4,3,,2,4,3,2,3,3,2,4,3,3,3,3,4,4,4,,4,3,4
473,1,2,13,2,3,3,4,3,2,4,2,,2,3,3,3,3,3,3,4,3,3,4,2,4,3,3,3,4,3,3,3,4,4,3,2,4,3,4,4
474,1,2,13,3,,4,4,3,3,4,3,2,3,2,3,3,2,3,3,3,3,3,4,3,4,4,3,4,3,3,4,3,4,5,4,3,3,3,3,3
475,1,2,13,3,4,4,4,3,4,3,2,2,1,3,2,4,4,4,4,4,4,3,4,4,4,,3,2,3,3,4,4,4,3,3,5,4,4,4,4
476,1,1,13,3,3,3,4,3,2,3,3,2,4,3,4,4,4,4,4,1,1,3,2,2,4,3,3,3,2,2,3,3,4,4,4,3,3,4,4,4
477,1,2,14,2,4,3,4,1,4,3,1,4,3,4,4,3,2,3,2,2,1,4,3,4,4,4,3,4,4,4,4,4,4,3,2,2,2,3,3,4
478,1,2,13,3,3,3,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,4
479,1,1,13,3,2,4,4,3,4,4,3,4,4,4,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,4,4,3,3,4,3,5,2,4,3,3
480,1,1,13,4,4,3,4,2,4,2,2,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,2,4,2,4,2,2,3,4,5,5,5,5,4
481,1,1,13,4,3,4,4,4,3,3,4,4,4,4,3,,2,4,4,4,4,4,3,4,3,2,2,2,4,4,2,2,3,2,,2,2,3,2,3
482,2,1,13,3,4,3,4,4,3,3,3,2,4,4,4,4,4,4,1,1,1,2,3,2,3,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5
483,1,1,14,,4,3,4,4,3,2,2,4,4,2,4,1,2,2,3,3,3,4,3,2,4,4,4,3,2,3,4,4,4,5,5,5,5,5,5,5
484,1,1,14,4,4,4,4,4,4,2,1,1,4,4,4,3,3,4,1,1,1,4,4,2,1,2,1,4,4,1,4,4,4,5,5,5,5,5,5,5
485,1,2,13,4,3,2,4,4,4,3,3,4,4,2,4,2,2,3,4,3,3,4,3,4,4,4,4,4,3,3,4,3,3,3,4,5,5,4,3,4
486,1,2,13,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5
487,1,1,13,3,4,3,4,3,3,4,3,3,4,4,4,4,4,2,4,3,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4
488,1,2,13,3,4,,3,3,4,4,2,2,4,2,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,5,4,4
489,1,2,14,1,2,3,4,4,2,3,2,3,4,4,2,4,4,4,,3,3,4,4,,2,,2,3,4,2,3,4,4,3,2,1,4,3,2,3
490,1,1,13,4,3,2,3,2,4,3,2,4,3,4,3,3,2,4,2,1,3,4,3,4,4,2,1,4,2,4,3,4,1,3,3,5,3,2,3,3
491,1,2,13,1,3,2,3,2,2,4,2,2,3,4,3,4,4,3,3,1,3,2,2,2,3,2,3,2,2,2,3,4,4,4,3,4,3,3,4,3
492,1,1,15,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,,3,,3,2,3,2,1,2,3
493,1,1,13,3,2,3,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4
494,1,2,13,4,4,3,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,4,5,4
495,1,2,14,4,4,2,3,2,2,3,1,1,2,1,1,3,3,3,1,1,1,3,3,3,1,1,1,2,4,2,4,3,3,5,5,5,5,4,4,3
496,1,2,14,2,4,3,4,2,4,,2,3,4,4,4,3,4,1,4,4,3,4,4,1,1,4,1,1,4,4,4,3,1,5,5,4,5,5,2,2
497,1,2,13,2,3,2,,2,4,1,2,1,4,4,3,2,1,1,1,2,2,3,2,2,2,3,3,2,1,3,2,3,3,3,2,2,1,3,2,2
498,1,2,15,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,3,2,2,3,4,4,3,3,5,4,4,4,3
499,2,2,15,3,3,4,4,3,4,3,1,2,4,3,3,2,2,4,4,4,4,3,3,2,3,4,3,3,3,,4,4,4,4,4,5,5,4,4,4
500,2,1,15,3,3,4,4,3,3,2,3,4,4,4,3,4,3,3,3,3,3,2,2,2,2,3,3,2,3,2,4,4,4,4,4,3,3,4,4,4
501,2,2,15,2,4,2,4,3,3,2,2,4,4,3,4,4,4,4,4,4,4,3,4,3,4,3,2,3,4,3,4,4,1,5,4,4,3,4,4,4
502,2,1,15,3,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,3,4,3,3,3,3,2,4,3,3,3,3,3,4,4
503,2,1,15,4,3,2,4,4,3,4,2,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,5,4,3,4
504,2,1,15,4,3,4,4,4,4,3,3,2,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,5,4,4,4,4,4,4
505,2,2,15,3,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,4,4,4,5,4,5,4,3,4,4
506,2,2,15,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5
507,2,2,14,3,2,3,4,3,2,4,2,2,4,4,3,4,4,3,2,2,4,3,3,2,4,3,2,4,3,2,4,3,3,4,4,3,4,2,3,2
