Folio,Grado,Sexo,Edad,Autoconsciencia1,Autoconsciencia2,Autoconsciencia3,Eficacia1,Eficacia2,Eficacia3,Persistencia1,Persistencia2,Persistencia3,ApoyoEscuela1,ApoyoEscuela2,ApoyoEscuela3,CoherenciaFam1,CoherenciaFam2,CoherenciaFam3,Compañerismo1,Compañerismo2,Compañerismo3,RegulaciónEmo1,RegulaciónEmo2,RegulaciónEmo3,Empatía1,Empatía2,Empatía3,ControlConducta1,ControlConducta2,ControlConducta3,Optimismo1,Optimismo2,Optimismo3,Entusiasmo1,Entusiasmo2,Entusiasmo3,Gratitud1,Gratitud2,Gratitud3,Gratitud4
1816,1,2,13,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,4,4,3,3,2,2,3,3,3
1817,1,2,13,4,4,4,3,4,3,1,2,4,4,4,4,4,4,4,4,4,4,4,3,4,1,2,4,3,2,2,4,4,4,4,4,5,5,5,5,4
1818,1,1,13,3,4,4,4,3,3,2,2,3,4,4,4,4,4,3,3,1,1,3,3,4,2,1,3,3,3,2,3,2,3,3,3,4,4,4,4,2
1819,1,2,13,4,4,4,1,1,3,4,4,4,1,4,4,4,3,4,4,4,4,4,3,4,4,3,4,1,4,4,1,1,1,5,5,1,5,5,4,1
1820,3,1,15,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
1821,3,2,15,3,3,3,4,3,3,2,2,3,3,4,3,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,4,3,3,4,3,4,5,4
1822,3,2,16,4,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,5,5,5,5,5,4
1823,3,1,15,3,4,3,4,2,3,3,2,3,4,3,4,3,4,3,3,1,3,4,3,4,4,3,3,4,4,4,3,4,4,4,3,3,3,2,3,4
1824,3,2,15,4,4,3,4,3,3,3,2,3,3,1,2,4,3,4,4,4,4,4,3,3,4,4,4,3,3,3,4,3,3,5,,4,5,4,5,5
1825,3,1,15,4,4,3,4,4,3,3,3,3,4,3,4,4,4,3,4,4,4,4,3,3,4,3,3,4,3,3,3,3,3,4,5,4,4,4,4,3
1826,3,1,15,3,4,3,2,3,4,1,3,1,3,3,1,2,2,3,4,4,4,3,3,3,4,4,4,3,2,3,3,3,4,4,4,3,4,4,5,5
1827,3,1,15,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,2,3,4,4,4,5,5,4,5,4,3,3
1828,3,1,16,4,3,3,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3,4,4,4,4,4,5,5,4,4,4
1829,3,2,16,4,3,3,4,3,4,3,3,4,4,3,2,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3
1830,3,2,15,3,3,2,3,3,3,3,1,2,4,3,4,3,3,3,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3
1831,3,2,15,3,2,3,4,2,2,1,2,3,4,4,4,2,2,1,4,4,4,3,3,3,3,3,3,3,3,2,4,3,3,3,2,2,2,3,3,3
1832,3,2,16,3,4,4,4,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,2,3,3,4,5,3
1833,3,2,15,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5
1834,3,2,16,4,4,3,4,4,3,3,2,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,3,4,3,,4,4,4,5,5,5,5,5,5,5
1835,3,1,15,4,3,4,4,4,3,1,4,2,4,4,4,4,4,4,4,3,4,4,4,4,3,4,1,4,3,4,4,4,4,5,4,5,5,4,4,4
1836,3,2,16,3,4,3,4,3,4,2,3,3,4,2,3,3,3,3,4,4,4,3,3,3,,4,4,3,2,3,3,4,3,2,2,3,2,3,3,2
1837,3,1,15,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,4,4,5
1838,3,2,15,3,4,3,3,4,3,2,2,2,3,4,3,4,,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,5,4,5,5,3,4,4
1839,3,1,15,4,4,3,4,4,3,3,2,3,4,4,3,4,4,4,3,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,5,5,5,5
1840,3,1,15,4,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,4,4,4,4,4
1841,3,2,15,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5
1842,3,1,15,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,3,4,4,5,4,4
1843,2,2,15,4,4,4,4,3,4,2,1,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,5,4,4,4,4,5,4
1844,3,1,15,4,3,4,4,4,4,3,4,,4,3,,3,4,4,4,4,4,3,2,4,3,3,3,4,2,4,4,4,4,5,5,5,5,5,5,5
1845,3,2,15,3,4,4,4,4,4,3,3,4,2,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,5,5,4
1846,3,2,15,4,3,3,4,3,2,3,4,3,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,2,3,3,3,3
1847,3,1,15,4,4,3,3,3,4,1,2,2,1,1,1,4,4,4,3,1,2,4,3,1,4,3,3,3,3,2,4,3,3,2,3,2,1,3,4,3
1848,3,2,16,3,4,3,4,2,3,4,3,4,3,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4
1849,3,2,16,3,2,3,4,2,3,,2,1,3,4,3,4,3,3,4,4,4,3,3,3,2,3,4,4,4,2,4,3,3,5,4,4,4,5,2,2
1850,3,1,15,3,3,3,4,2,3,2,1,2,3,3,3,2,3,3,4,4,4,3,3,4,4,3,3,4,3,2,3,3,3,3,4,4,4,5,5,4
1851,3,2,15,3,4,4,4,3,2,3,2,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,,,5,4,4,3,2,4,4
1852,3,2,15,3,3,4,3,2,3,3,3,3,3,2,3,4,4,3,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,5,5,4,4,4,5,4
1853,3,1,16,3,3,3,4,3,4,2,2,3,3,1,2,3,4,3,4,4,4,2,2,2,1,2,3,1,2,3,1,3,2,3,3,3,2,3,3,3
1854,3,1,15,4,1,2,3,4,3,1,3,2,3,1,3,2,4,1,3,3,3,1,4,1,3,1,3,1,3,1,3,2,4,1,3,2,5,1,3,1
1856,3,1,16,4,4,4,4,3,3,3,2,2,3,2,3,4,4,3,3,1,1,3,3,3,1,2,1,3,3,2,3,3,4,4,5,4,4,3,3,3
1857,1,2,13,2,4,2,4,3,3,4,4,3,3,2,3,4,3,4,1,2,1,4,3,4,4,4,3,2,4,2,4,4,4,5,4,5,4,4,5,4
1858,3,1,15,3,3,3,4,3,2,2,2,2,2,1,2,3,3,4,1,2,2,1,1,1,2,1,1,2,1,1,4,3,3,3,5,5,5,5,5,5
1859,3,1,15,3,3,3,4,4,3,1,2,3,2,2,1,3,4,3,4,4,4,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3,3,2,3,3
1860,3,1,15,1,3,2,4,1,3,2,4,1,3,1,3,2,2,2,3,2,2,4,2,3,1,3,2,3,2,2,3,2,3,2,3,1,3,1,3,5
1861,3,2,15,3,3,2,4,3,3,2,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
1862,2,2,15,4,3,2,4,2,3,2,2,2,2,2,4,1,1,1,4,3,3,4,3,4,4,4,3,4,4,3,3,1,3,2,2,2,2,2,3,2
1863,3,2,15,3,4,3,3,3,3,3,3,3,4,2,3,4,4,4,4,4,4,3,3,4,3,3,3,3,2,3,4,4,4,3,3,3,3,4,4,4
1864,3,2,16,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,3,3,5,5,4,3,4,4,4
1865,2,1,15,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,4,4
1866,2,1,14,3,3,3,4,3,2,2,3,3,4,3,3,3,4,3,2,2,2,4,4,3,2,3,3,3,3,4,4,4,3,3,3,4,4,4,4,3
1867,2,1,14,3,3,2,4,2,2,1,3,1,1,4,3,2,2,2,4,,4,3,4,1,4,1,3,1,4,1,3,4,4,4,4,4,4,4,4,4
1868,2,1,15,4,3,2,,4,4,4,4,2,,1,3,3,4,4,1,1,1,4,4,3,1,3,3,4,3,3,4,4,4,5,4,4,4,5,4,4
1869,2,2,15,3,3,3,4,2,2,3,3,4,3,2,4,4,4,3,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,4,2,4,4,2,3,3
1870,2,2,15,3,3,3,3,2,2,3,2,3,4,4,4,4,4,3,4,4,4,3,3,3,3,4,4,3,4,4,4,3,4,4,3,4,3,3,4,4
1871,2,2,14,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,2,3,3,3,4,5,4,3,3,4,5,4
1872,3,2,16,1,4,3,4,4,3,1,3,2,,1,1,4,3,3,4,3,4,1,1,1,4,3,4,1,1,1,3,2,1,2,2,2,2,5,5,5
1873,3,1,15,3,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4
1874,3,2,15,3,4,3,4,4,4,2,2,1,4,2,3,4,4,3,1,2,2,2,3,4,1,1,1,3,4,1,3,3,1,3,3,3,3,4,3,2
1875,3,2,15,4,4,3,3,3,3,2,3,3,2,1,1,4,4,4,4,4,4,4,4,2,4,4,4,3,3,3,4,4,4,4,3,4,3,2,4,4
1876,3,2,15,4,3,3,4,4,3,2,4,3,2,1,1,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,4,4,4,3,3,4,3,5,5,4
1877,3,1,15,3,3,3,2,2,3,2,3,2,3,3,2,3,3,3,4,4,4,3,2,3,1,3,3,2,2,1,3,3,2,3,3,3,3,3,3,3
1878,3,1,16,3,3,4,3,3,4,2,2,2,2,3,1,4,3,4,3,2,2,3,3,3,2,3,2,4,2,3,3,3,2,4,2,2,3,3,3,3
1879,3,2,16,2,2,3,4,1,3,1,1,1,4,4,3,4,3,4,4,4,4,1,3,1,4,4,4,3,2,3,4,4,4,3,2,3,2,5,5,5
1880,3,1,16,3,3,2,3,3,2,1,2,2,4,2,2,3,3,3,3,4,4,3,2,1,4,3,3,2,1,1,3,2,3,2,2,1,1,3,3,3
1881,3,2,15,3,4,4,4,3,3,4,3,2,3,4,,3,4,4,3,4,4,4,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,4,3
1882,3,2,15,3,4,4,4,3,3,2,2,3,4,3,4,4,4,3,4,4,4,3,3,3,3,4,3,3,3,2,4,4,4,4,3,3,5,4,5,3
1883,3,1,15,4,4,3,4,4,3,3,2,3,4,4,3,4,3,4,3,3,2,3,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
1884,3,1,15,2,2,3,4,3,3,2,3,2,4,2,4,3,3,4,3,3,1,2,2,2,3,4,2,1,,4,3,3,2,5,4,4,3,2,4,3
1885,3,1,15,3,2,4,3,4,2,3,1,2,2,3,2,2,4,4,4,4,4,3,4,3,4,4,4,1,4,4,4,3,3,3,3,3,2,4,4,3
1886,3,1,15,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
1887,3,2,15,4,4,3,4,3,3,3,3,3,4,2,4,3,4,4,1,1,1,4,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3
1888,3,2,16,3,4,4,4,3,4,2,3,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,1,3,3,4,4,3,4,3,3,4,4
1889,3,2,15,2,3,2,1,3,4,3,2,3,2,3,3,2,2,4,2,2,4,3,4,2,2,3,3,3,4,3,1,4,3,3,5,5,5,5,5,5
1890,3,2,15,2,3,4,3,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,5,5,5,4,4
1891,3,1,15,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,3,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1892,3,2,15,4,4,4,3,4,4,1,4,1,3,,4,4,4,3,1,3,1,4,4,2,4,4,4,2,4,4,4,4,4,5,5,5,4,4,4,5
1893,3,2,15,3,4,4,4,4,3,4,2,4,4,4,4,4,4,3,4,4,4,4,3,2,2,4,4,4,4,2,4,4,4,5,5,4,4,4,5,5
1894,3,2,16,4,3,3,4,1,3,2,2,2,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,2,4,4,3,4,3,3,5,4,4,4
1895,3,2,16,3,4,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,5,5,4,4,4
1896,3,2,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
1897,2,2,14,3,3,3,4,3,3,3,2,2,2,3,2,3,4,3,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,3,3,5,4,5,5,5
1898,2,1,15,3,3,3,4,4,3,3,2,2,3,3,3,4,4,4,3,2,3,3,2,3,2,2,2,3,2,2,3,3,3,3,2,2,3,3,3,3
1899,2,2,15,3,4,4,4,3,3,3,2,2,3,3,2,3,4,3,2,4,4,3,3,3,2,4,1,2,3,3,4,4,4,4,3,3,3,3,4,4
1900,2,2,15,3,3,3,4,4,3,4,3,2,2,4,2,2,4,3,4,4,4,3,4,3,4,4,4,4,2,3,4,4,4,5,4,4,3,4,5,5
1901,2,2,14,4,3,4,4,3,2,4,3,3,4,4,3,4,3,3,4,4,4,3,4,3,3,2,4,4,4,3,4,3,4,3,2,4,3,4,3,2
1902,2,2,14,3,2,3,4,3,3,4,4,3,4,2,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1903,2,2,14,3,3,3,4,3,4,3,2,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,3,3,3,3
1904,2,1,14,3,3,4,4,3,4,3,3,1,4,3,4,3,4,3,4,4,4,3,3,3,3,4,4,3,3,2,4,3,3,3,3,,2,3,3,3
1905,2,1,15,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,3,4,3,2,4,4,4,3,3,4,4,3,5,4
1906,2,1,14,3,2,2,2,2,2,1,1,1,3,3,4,4,4,4,3,3,3,3,4,4,4,3,2,4,3,3,4,4,4,4,4,4,4,3,3,3
1907,2,2,14,3,3,3,4,4,4,1,2,1,4,2,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,3
1908,2,2,14,3,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4
1909,2,2,15,3,3,3,3,,3,2,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,2,1,2,3
1910,2,1,15,2,4,2,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4
1911,2,1,15,3,2,2,4,2,3,1,2,3,2,1,2,4,3,3,3,3,3,3,3,4,3,3,4,3,2,2,4,4,4,3,3,3,3,3,4,3
1912,2,1,14,3,2,2,4,2,2,1,1,3,4,4,3,3,3,4,3,3,3,4,2,3,4,4,4,3,3,2,3,3,3,3,3,3,3,3,2,3
1913,2,2,15,,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,3,4,4,4,3,4,3,3,4
1914,2,2,14,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,3,4,3,4,5,4,3
1915,2,2,14,3,4,3,4,2,2,1,3,2,3,1,2,4,4,4,4,4,4,1,3,2,4,2,2,1,3,2,4,4,4,4,4,4,4,4,4,3
1916,2,1,14,3,3,,3,4,4,3,2,2,3,3,2,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,3,3,5,4,5
1917,2,2,15,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,5,5,5,5,4,5,5
1918,2,1,14,3,4,4,4,4,3,4,3,2,4,4,4,4,4,3,2,2,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3
1919,2,2,14,3,4,3,4,2,4,1,2,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,2,3,4,4,4,2,2,3,3,4,5,3
1920,2,1,14,3,3,2,3,4,3,2,1,2,2,1,2,4,3,4,2,2,3,4,3,3,2,3,3,3,2,3,3,2,3,3,4,3,3,3,4,4
1921,2,1,15,3,2,2,3,4,2,3,2,2,3,3,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,2,4,4,4,3,3,3,3,5,4,5
1922,2,2,15,3,4,3,4,2,2,1,1,3,4,1,4,3,2,3,1,4,3,3,3,4,4,3,3,4,4,4,4,4,4,2,3,1,2,4,3,2
1923,2,1,14,2,3,3,4,4,3,4,3,2,3,2,2,4,,4,4,3,4,4,2,3,2,4,3,3,2,2,3,3,4,3,,3,3,4,2,4
1924,2,1,16,3,2,4,4,3,3,2,3,2,3,4,4,3,3,4,3,4,4,4,3,3,4,3,3,4,2,1,4,4,4,3,3,4,3,4,4,3
1925,2,1,14,3,3,2,4,2,3,2,2,1,2,2,3,3,3,4,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
1926,2,1,14,2,3,4,4,3,2,3,2,3,4,3,3,3,4,4,4,4,4,2,1,1,2,3,2,2,1,2,2,3,3,5,4,4,3,3,3,4
1927,2,2,14,3,3,4,3,4,4,4,3,3,4,3,3,4,4,4,4,3,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4
1928,2,2,15,3,3,2,4,3,2,2,2,1,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,3,2
1929,2,2,14,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,4,4,4,2,3,3,2,2,3,3
1930,2,1,14,4,3,4,4,3,4,4,3,1,4,4,4,2,4,3,1,3,3,4,3,3,3,4,3,,3,4,4,4,3,5,5,5,5,5,5,5
1931,2,2,14,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,4,3,3,3,3,4,4,4,4,5,4,4,5,4,5
1932,2,2,14,3,4,1,2,3,4,2,4,2,4,1,4,2,2,2,4,4,3,4,4,4,4,4,3,2,1,4,3,2,2,4,4,5,4,2,3,4
1933,2,2,15,4,,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,4,3
1934,2,2,14,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,5,5,5,5,5,4,5
1935,2,2,14,3,4,4,4,4,3,3,3,1,4,2,4,3,4,4,4,4,4,3,3,3,4,4,4,4,1,3,4,4,4,5,5,5,5,5,5,5
1936,2,2,13,3,2,3,3,2,4,3,1,3,4,4,3,3,3,4,4,4,4,3,3,2,2,3,3,3,2,2,4,4,4,4,4,4,4,4,4,3
1937,2,2,15,3,4,4,4,4,4,4,4,4,4,,,1,3,1,1,1,1,4,4,4,4,4,,4,3,3,1,2,3,3,2,2,3,4,3,4
1938,1,2,13,3,4,3,4,3,3,2,1,3,4,2,4,4,4,4,3,3,4,3,2,4,3,3,2,3,3,3,4,4,4,5,5,4,4,3,4,5
1939,1,1,13,3,3,3,4,4,4,3,4,4,3,3,3,4,4,4,4,3,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5
1940,1,1,13,3,4,3,4,4,3,3,4,3,4,3,3,4,4,4,4,3,3,4,3,4,2,3,3,3,4,3,3,4,4,3,4,4,3,4,3,4
1941,1,2,13,3,2,3,4,3,3,2,2,2,4,3,2,4,4,4,4,3,4,3,3,3,4,4,4,3,2,2,4,4,4,4,4,5,4,5,4,4
1942,1,2,14,3,2,3,4,2,2,1,3,3,4,3,2,3,2,3,,4,4,3,4,2,4,3,3,2,2,2,4,3,3,3,2,2,3,3,3,3
1943,1,2,14,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,5,4,4,3,4,4
1944,1,2,13,4,4,3,4,4,3,4,4,3,4,3,3,4,3,4,3,4,4,3,3,3,3,4,4,4,3,4,4,4,4,4,3,5,5,5,3,2
1945,1,1,14,3,2,3,4,3,3,3,2,2,3,1,1,3,4,3,1,2,1,3,4,4,3,3,4,4,4,4,3,3,4,3,3,3,2,4,4,3
1946,1,1,14,3,3,3,3,4,3,2,2,4,3,3,1,3,3,4,2,3,2,4,2,3,3,3,,2,2,3,4,3,3,4,4,3,3,3,3,3
1947,1,1,13,3,2,3,4,3,4,2,3,3,4,3,1,4,3,4,1,1,1,4,3,4,3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3
1948,1,1,15,3,2,3,4,3,2,2,2,2,3,2,4,4,3,2,2,3,3,3,4,1,4,4,3,3,2,1,3,3,3,4,4,4,3,4,4,4
1949,1,1,13,2,2,3,4,2,4,3,2,1,4,4,2,4,4,4,2,2,2,2,4,4,4,3,3,4,3,2,3,3,3,4,4,2,3,5,4,4
1950,1,1,13,3,4,3,3,3,4,2,2,3,4,3,1,3,3,4,2,4,3,4,3,2,3,3,2,1,2,2,3,2,3,4,4,3,3,3,2,1
1951,1,2,13,2,3,4,4,3,2,2,3,2,3,4,4,4,3,4,4,3,3,3,3,,3,4,2,1,4,2,4,3,3,3,5,4,4,5,4,4
1952,1,2,13,3,3,2,2,3,2,4,3,3,2,4,2,3,3,3,4,4,4,4,3,3,4,3,4,2,3,2,4,,4,4,5,4,3,5,4,4
1953,1,2,14,4,4,3,4,3,4,3,3,3,4,4,4,3,3,4,4,4,4,4,2,2,4,4,3,4,4,4,1,4,4,5,5,4,4,3,3,2
1954,1,2,14,2,3,3,3,2,3,2,2,2,3,4,3,4,4,4,4,4,4,2,2,3,2,3,3,4,4,2,2,4,4,5,5,5,5,5,5,3
1955,1,2,14,2,2,1,4,4,3,2,4,2,4,4,4,4,4,4,4,4,4,2,2,3,4,4,2,4,2,2,4,4,4,5,5,4,4,4,4,4
1956,1,2,13,2,2,1,1,3,2,1,2,1,2,2,2,4,4,3,2,2,3,2,2,1,2,2,1,2,1,2,2,2,2,4,3,,3,3,2,2
1957,1,1,13,2,3,3,4,4,3,3,2,3,2,1,2,4,2,3,3,1,3,4,4,1,3,3,3,4,3,4,4,4,4,3,3,3,3,4,4,4
1958,1,2,14,3,2,3,4,3,4,3,4,3,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,3,3,3,4,4,4,5,5,5,5,4,5,5
1959,1,1,13,3,4,4,4,4,3,2,3,2,3,3,2,3,,3,4,3,4,4,4,4,1,4,2,3,4,1,4,4,4,3,3,4,3,2,1,3
1960,1,2,14,3,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,2,4,4,4,5,3,5,5,4,5,5
1961,1,1,13,3,3,4,4,1,2,1,2,3,3,4,1,2,2,4,1,1,4,3,3,4,4,4,4,4,3,4,2,2,3,3,1,1,1,4,3,2
1962,1,1,13,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,4,3,3,2,3,2,3,2,3,1,2,3,4,3,2,3,4,3,5,3
1963,1,1,13,3,3,3,3,3,4,4,4,2,4,4,4,3,4,4,1,2,4,1,2,4,4,2,2,4,2,4,1,4,,2,5,4,3,4,3,4
1964,1,1,13,4,3,4,4,3,3,4,4,3,4,3,4,3,4,3,,3,4,4,3,2,3,3,3,3,3,3,4,3,3,4,4,3,4,3,4,4
1965,1,2,13,4,3,,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,3,3,4,3,4,3,4,3,4,2,2,3,5,4,,5,4,5,4
1966,1,1,13,4,3,4,4,4,3,2,4,3,4,4,3,4,2,4,3,4,4,3,4,3,4,3,4,3,4,1,4,2,4,5,5,5,5,5,5,5
1967,1,2,13,3,4,3,3,3,4,2,4,3,4,3,4,3,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3
1968,1,2,14,3,4,3,4,2,2,1,2,1,3,1,2,3,4,3,1,2,3,3,1,3,2,3,3,2,4,2,3,1,4,3,3,3,3,3,3,3
1969,1,1,13,3,3,4,3,4,3,4,2,2,3,4,3,4,4,4,3,1,3,4,4,3,3,3,3,3,1,3,4,3,4,4,5,4,3,3,4,3
1970,1,2,13,3,3,2,4,1,1,4,3,4,4,1,3,4,4,4,4,4,4,3,4,1,4,4,3,4,1,1,3,1,1,1,1,1,2,2,5,2
1971,1,2,13,2,3,1,4,1,1,2,1,4,4,2,4,2,2,1,4,4,4,3,3,2,3,3,3,4,2,3,3,2,2,2,3,1,1,1,2,1
1972,1,1,13,4,4,4,4,3,4,3,4,3,2,4,1,4,4,4,3,1,,2,4,2,3,3,4,3,4,4,4,4,4,3,3,4,4,5,5,4
1973,1,2,13,3,3,2,4,2,3,,3,2,3,2,2,4,3,2,4,4,4,3,3,1,3,3,4,1,3,4,4,3,4,5,5,4,4,3,2,3
1974,1,2,13,2,2,3,2,3,1,2,3,3,4,3,1,4,4,4,3,4,4,3,3,2,3,3,3,3,2,3,4,3,3,5,5,5,4,5,5,5
1975,1,1,13,3,4,3,4,4,4,2,3,4,4,4,4,4,4,4,3,3,4,3,1,3,4,4,4,4,3,3,4,4,4,4,4,4,5,5,5,5
1976,1,2,13,3,4,3,4,4,3,2,2,3,3,3,2,2,2,3,1,1,1,3,3,2,4,4,3,3,3,3,4,4,3,2,2,3,3,2,2,3
1977,1,2,13,3,3,4,4,3,2,3,2,2,4,,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,3,2,3,3
1978,1,1,13,3,3,3,4,3,2,2,2,2,4,4,4,4,4,4,3,3,3,3,4,3,2,2,2,4,3,3,4,4,4,4,4,3,3,2,2,2
1979,1,1,13,1,2,2,3,1,2,3,,2,3,2,2,2,3,3,3,4,1,1,2,3,2,3,2,2,3,3,,2,4,4,5,5,5,5,5,5
1980,1,1,13,2,3,2,4,3,2,2,3,2,2,2,3,4,4,4,2,1,2,3,2,3,4,2,3,4,3,2,4,4,4,3,3,3,4,3,4,3
1981,1,1,13,3,3,2,2,1,4,1,4,4,4,3,2,1,1,1,1,1,3,4,4,3,1,1,1,4,3,2,2,2,2,5,4,1,3,3,2,1
